MAL_ID,Name,Score,Genres,sypnopsis
40836,Code Geass: Hangyaku no Lelouch Picture Drama - Kamen Kokuhaku Taikai,5.99,"Comedy, School",picture drama bonus included in a special DVD given to all who purchased a ticket for the film Code Geass: Hangyaku no Lelouch I - Koudou over the course of the first six weeks of airing.
40852,Dr. Stone: Stone Wars,8.29,"Sci-Fi, Adventure, Shounen","Senkuu has made it his goal to bring back two million years of human achievement and revive the entirety of those turned to statues. However, one man stands in his way: Tsukasa Shishiou, who believes that only the fittest of those petrified should be revived. As the snow melts and spring approaches, Senkuu and his allies in Ishigami Village finish the preparations for their attack on the Tsukasa Empire. With a reinvented cell phone model now at their disposal, the Kingdom of Science is ready to launch its newest scheme to recruit the sizable numbers of Tsukasa's army to their side. However, it is a race against time; for every day the Kingdom of Science spends perfecting their inventions, the empire rapidly grows in number. Reuniting with old friends and gaining new allies, Senkuu and the Kingdom of Science must stop Tsukasa's forces in order to fulfill their goal of restoring humanity and all its creations. With the two sides each in pursuit of their ideal world, the Stone Wars have now begun!"
40858,Psycho-Pass 3: First Inspector,7.88,"Action, Sci-Fi, Police, Psychological","The film will conclude the story of season 3 on the case of the ""Foxes"" being pursued by Unit 1, the Bifrost mystery, and Arata and Kei's battle. (Source: ANN)"
40902,Shokugeki no Souma: Gou no Sara,7.35,"Ecchi, School, Shounen","Thanks to Souma Yukihira, Erina Nakiri, and the rebel forces overthrowing the regime of Azami Nakiri—the previous school director—and the former Elite Ten, Tootsuki Culinary Academy is back in order. However, its students have one more great battle ahead of them: the BLUE, a competition where young chefs seeking world-class fame compete. Faced with new trials and rivals, Souma and his friends will fight to conquer the BLUE and to defeat Asahi Saiba, the leader of an underworld organization of chefs known as Noir, who once defeated Souma and his father in a Shokugeki."
41075,Code Geass: Hangyaku no Lelouch DVD Magazine Picture Drama,Unknown,Comedy,"Short episodes included in the ""Code Geass DVD Magazine""."
41084,Made in Abyss 2,Unknown,"Sci-Fi, Adventure, Mystery, Drama, Fantasy","Directly after the events of Made in Abyss Movie 3: Dawn of the Deep Soul , the third installment of Made in Abyss covers the adventure of Reg, Riko, and Nanachi in the Sixth Layer, The Capital of the Unreturned."
41341,Sword Art Online: Alicization - War of Underworld Recap,6.81,"Action, Game, Adventure, Romance, Fantasy",cap of Sword Art Online: Alicization - War of Underworld .
41467,Bleach: Sennen Kessen-hen,Unknown,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
41487,Tensei shitara Slime Datta Ken 2nd Season Part 2,Unknown,"Comedy, Fantasy",Second half of Tensei shitara Slime Datta Ken 2nd Season .
41491,Nanatsu no Taizai: Fundo no Shinpan,7.16,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",Fifth season of Nanatsu no Taizai .
41587,Boku no Hero Academia 5th Season,Unknown,"Action, Comedy, Super Power, School, Shounen",Fifth season of Boku no Hero Academia .
41590,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,7.29,Fantasy,manner movie shown before Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna .
42091,Shingeki no Kyojin: Chronicle,7.68,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",The compilation film will recap the anime's 59 episodes from seasons one to three.
42203,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.64,"Psychological, Drama, Thriller, Fantasy",Second half of Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season .
42250,Bungou Stray Dogs Wan!,7.74,"Slice of Life, Comedy, Supernatural","sushi Nakajima has finally grown accustomed to the crazy lifestyle that comes with being part of the Armed Detective Agency. But even during peaceful periods of time, there is bound to be chaos! As Atsushi, his friends, and the agency's rival group—the Port Mafia—go about their days roaming the streets of Yokohama, there are no limits to the strange situations they are unwillingly thrown into. A new take on its original work, Bungou Stray Dogs Wan! shows the more mundane yet hilarious aspects of the characters' lives."
42603,Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,7.1,"Action, Shounen, Super Power","In this brand-new adventure, some Class 1-A students are sent to hone their survival skills at a training course. Having yet to receive their provisional licenses, they're eager to cut loose and have a little fun. They quickly discover that the danger they face is no simulation! It's going to take their combined training, teamwork, and quick thinking if they're going to pass this assignment! (Source: Funimation)"
42916,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Unknown,"Action, Game, Adventure, Romance, Fantasy","""There's no way to beat this game. The only difference is when and where you die..."" One month has passed since Akihiko Kayaba's deadly game began, and the body count continues to rise. Two thousand players are already dead. Kirito and Asuna are two very different people, but they both desire to fight alone. Nonetheless, they find themselves drawn together to face challenges from both within and without. Given that the entire virtual world they now live in has been created as a deathtrap, the surviving players of Sword Art Online are starting to get desperate, and desperation makes them dangerous to loners like Kirito and Asuna. As it becomes clear that solitude equals suicide, will the two be able to overcome their differences to find the strength to believe in each other, and in so doing survive? Sword Art Online: Progressive is a new version of the Sword Art Online tale that starts at the beginning of Kirito and Asuna's epic adventure—on the very first level of the deadly world of Aincrad! (Source: Yen Press)"
43555,Dr. Stone: Stone Wars - Kaisen Zenya Special Eizou,7.13,"Sci-Fi, Adventure, Shounen",cap episode with additional scenes which was screened on Jump's official YouTube channel for Jump Special Anime Festa 2020.
43608,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen 3rd Season,Unknown,"Comedy, Psychological, Romance, School, Seinen",Third season of Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen .
43609,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,Unknown,"Comedy, Psychological, Romance, School, Seinen",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
43683,Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,7.72,Comedy,"picture drama epilogue to the film Boku no Hero Academia the Movie 2: Heroes:Rising , bundled with the BD/DVD release."
44200,Boku no Hero Academia the Movie 3,Unknown,"Action, Comedy, Super Power, School, Shounen",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
44304,Code Geass: Dakkan no Z,Unknown,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
44983,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,Unknown,"Adventure, Comedy, Romance, Ecchi, Fantasy",No synopsis information has been added to this title. Help improve our database by adding a synopsis here .
45753,Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,6.54,"Fantasy, Shounen",summary of season one of Tensei shitara Slime Datta Ken with some extra content leading into season two.
